  7000,  53.5853,  10.0296
  13000,  53.5853,  10.0295
  20000,  53.5852,  10.0295
  28000,  53.5852,  10.0295
  35000,  53.5853,  10.03
  44000,  53.5853,  10.0305
  55000,  53.5853,  10.0308
  61000,  53.5853,  10.0313
  69000,  53.5853,  10.0314
  76000,  53.5854,  10.0317
  83000,  53.5854,  10.0319
  89000,  53.5855,  10.032
  98000,  53.5856,  10.032
  106000,  53.5859,  10.0321
  112000,  53.586,  10.0321
  119000,  53.5862,  10.0322
  125000,  53.5863,  10.0322
  133000,  53.5866,  10.0321
  138000,  53.5867,  10.0321
  145000,  53.5868,  10.032
  154000,  53.587,  10.0321
  160000,  53.5873,  10.032
  166000,  53.5873,  10.032
  174000,  53.5874,  10.032
  180000,  53.5876,  10.032
  189000,  53.5877,  10.032
  195000,  53.5878,  10.0322
  202000,  53.588,  10.0325
  211000,  53.5881,  10.0328
  219000,  53.5882,  10.0329
  226000,  53.5884,  10.033
  232000,  53.5886,  10.033
  240000,  53.5888,  10.033
  246000,  53.589,  10.033
  253000,  53.5892,  10.0329
  260000,  53.5893,  10.0329
  268000,  53.5894,  10.0329
  275000,  53.5897,  10.0329
  281000,  53.59,  10.0329
  287000,  53.59,  10.0329
  295000,  53.5903,  10.0329
  301000,  53.5904,  10.0328
  308000,  53.5906,  10.0328
  314000,  53.5908,  10.0328
  321000,  53.591,  10.0327
  328000,  53.5911,  10.0327
  335000,  53.5913,  10.0326
  341000,  53.5914,  10.0323
  348000,  53.5915,  10.032
  355000,  53.5916,  10.0317
  363000,  53.5916,  10.0315
  370000,  53.5918,  10.0313
  379000,  53.592,  10.0312
  387000,  53.5922,  10.031
  393000,  53.5922,  10.0309
  399000,  53.5923,  10.0307
  406000,  53.5925,  10.0303
  413000,  53.5926,  10.0303
  420000,  53.5928,  10.0303
  427000,  53.5929,  10.0301
  433000,  53.593,  10.0297
  441000,  53.5931,  10.0296
  449000,  53.5932,  10.0291
  456000,  53.5933,  10.029
  464000,  53.5934,  10.0286
  473000,  53.5934,  10.0285
  480000,  53.5935,  10.0282
  486000,  53.5937,  10.0279
  493000,  53.594,  10.028
  500000,  53.5942,  10.028
  507000,  53.5943,  10.0281
  513000,  53.5944,  10.0281
  519000,  53.5945,  10.0281
  527000,  53.5948,  10.0281
  534000,  53.5949,  10.0279
  540000,  53.5949,  10.0278
  546000,  53.595,  10.0274
  553000,  53.5951,  10.027
  561000,  53.5952,  10.0268
  569000,  53.5952,  10.0263
  576000,  53.5952,  10.0262
  583000,  53.5952,  10.0259
  592000,  53.595,  10.0253
  599000,  53.595,  10.0251
  605000,  53.595,  10.0249
  612000,  53.5948,  10.0247
  619000,  53.5948,  10.0243
  625000,  53.5948,  10.0242
  632000,  53.5949,  10.0238
  640000,  53.595,  10.0235
  646000,  53.595,  10.0235
  653000,  53.5951,  10.023
  660000,  53.5952,  10.0227
  668000,  53.5952,  10.0224
  675000,  53.5953,  10.0221
  682000,  53.5953,  10.022
  689000,  53.5954,  10.0217
  697000,  53.5955,  10.0212
  704000,  53.5956,  10.021
  710000,  53.5957,  10.0206
  716000,  53.5957,  10.0205
  724000,  53.5958,  10.0201
  731000,  53.5958,  10.02
  737000,  53.5958,  10.0196
  745000,  53.5957,  10.0191
  752000,  53.5958,  10.0187
  759000,  53.5958,  10.0186
  768000,  53.5958,  10.0183
  776000,  53.5959,  10.0179
  782000,  53.596,  10.0177
  789000,  53.596,  10.0171
  797000,  53.596,  10.0168
  804000,  53.596,  10.0166
  810000,  53.5959,  10.0162
  818000,  53.5959,  10.016
  827000,  53.5959,  10.0156
  835000,  53.5959,  10.0152
